,sounds,species,latitude,longitude
1369,X02725,Litoria caerulea,"""-33.1449""","""149.9814"""
1370,X03191,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
1371,X03572,Melithreptus brevirostris,"""-33.1449""","""149.9814"""
1372,X03489,Caligavis chrysops,"""-33.1449""","""149.9814"""
1373,X03517,Ptilotula fusca,"""-33.1384""","""150.1269"""
1374,X03041,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
1375,X02684,Sphecotheres vieilloti,"""-29.4079""","""153.3503"""
1376,X02894,Platycercus adscitus,"""-33.1449""","""149.9814"""
1377,X03444,Anthochaera phrygia,"""-33.1519""","""150.1279"""
1378,X03475,Manorina melanocephala,"""-33.1449""","""149.9814"""
1379,X00815,Philemon citreogularis,"""-17.7668""","""141.1166"""
1380,X00875,Manorina melanocephala,"""-31.8241""","""149.7198"""
1381,X04230,Litoria serrata,"""-16.93868""","""145.6106"""
1382,X02964,Eurostopodus mystacalis,"""-33.1449""","""149.9814"""
1383,X00800,Philemon corniculatus,"""-31.8241""","""149.7198"""
1384,X03208,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
1385,X01505,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
1386,X04252,Litoria serrata,"""-16.95198""","""145.61961"""
1387,X03352,Philemon corniculatus,"""-33.1449""","""149.9814"""
1388,X02193,Cacomantis flabelliformis,"""-33.1171""","""150.1566"""
1389,X01428,Strepera graculina,"""-33.3814""","""149.8849"""
1390,X00322,Turnix varius,"""-33.1449""","""149.9814"""
1391,X01124,Poecilodryas superciliosa,"""-18.0712""","""139.7799"""
1392,X02436,Geopelia placida,"""-33.1801""","""150.1256"""
1393,X01615,Zosterops lateralis,"""-33.1101""","""150.0567"""
1394,X01398,Cracticus nigrogularis,"""-13.4935""","""132.5857"""
1395,X02600,Dacelo novaeguineae,"""-28.0924""","""153.4599"""
1396,X03586,Myzomela sanguinolenta,"""-33.1341""","""150.1358"""
1397,X00817,Philemon citreogularis,"""-17.7668""","""141.1166"""
1398,X03273,Acanthiza nana,"""-33.1341""","""150.1358"""
1399,X03414,Anthochaera phrygia,"""-30.4511""","""151.2195"""
1400,X01650,Menura novaehollandiae,"""-33.7756""","""150.0259"""
1401,X00291,Accipiter fasciatus,"""-33.1171""","""150.1566"""
1402,X02180,Limnodynastes dumerilii,"""-33.1341""","""150.1358"""
1403,X01419,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
1404,X01246,Colluricincla harmonica,"""-24.2004""","""132.8231"""
1405,X03549,Ptilotula penicillata,"""-33.1341""","""150.1358"""
1406,X00782,Philemon corniculatus,"""-33.1449""","""149.9814"""
1407,X02087,Acanthiza chrysorrhoa,"""-33.1449""","""149.9814"""
1408,X01335,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
1409,X00525,Todiramphus macleayii,"""-13.8889""","""132.7813"""
1410,X03942,Zosterops lateralis,"""-33.1449""","""149.9814"""
1411,X03485,Meliphaga lewinii,"""-29.4079""","""153.3503"""
1412,X03799,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
1413,X00163,Pachycephala pectoralis,"""-33.1806""","""150.2364"""
1414,X01332,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
1415,X01764,Menura novaehollandiae,"""-33.1101""","""150.0567"""
1416,X03792,Cracticus torquatus,"""-33.1449""","""149.9814"""
1417,X01284,Myiagra cyanoleuca,"""-33.3814""","""149.8849"""
1418,X03619,Eopsaltria australis,"""-33.1449""","""149.9814"""
1419,X04052,Microchiroptera sp.,"""-33.1449""","""149.9814"""
1420,X02939,Ninox boobook,"""-33.1449""","""149.9814"""
1421,X01048,Petroica goodenovii,"""-33.1449""","""149.9814"""
1422,X03121,Menura novaehollandiae,"""-33.4115""","""150.0649"""
1423,X02958,Podargus strigoides,"""-33.1449""","""149.9814"""
1424,X00113,Limnodynastes dumerilii,"""-33.3814""","""149.885"""
1425,X02808,Phaps sp.,"""-33.1449""","""149.9814"""
1426,X00344,Ocyphaps lophotes,"""-33.1449""","""149.9814"""
1427,X03958,Cicadidae sp.,"""-33.1341""","""150.1358"""
1428,X03972,Gryllidae sp.,"""-33.1449""","""149.9814"""
1429,X00372,Calyptorhynchus lathami,"""-33.1""","""150.0"""
1430,X01144,Pomatostomus superciliosus,"""-33.1449""","""149.9814"""
1431,X03101,Menura novaehollandiae,"""-33.4115""","""150.0649"""
1432,X00975,Myzomela erythrocephala,"""-12.1761""","""132.2409"""
1433,X03115,Menura novaehollandiae,"""-33.4609""","""150.1715"""
1434,X00460,Heteroscenes pallidus,"""-33.1449""","""149.9814"""
1435,X03701,Myiagra rubecula,"""-33.1449""","""149.9814"""
1436,X01083,Petroica rosea,"""-33.1449""","""149.9814"""
1437,X00709,Aphelocephala leucopsis,"""-33.1449""","""149.9814"""
1438,X00210,Conocephalus sp.,"""-33.1449""","""149.9814"""
1439,X01616,Zosterops lateralis,"""-33.1449""","""149.9814"""
1440,X01527,Neochmia temporalis,"""-33.3814""","""149.8849"""
1441,X03199,Pyrrholaemus sagittata,"""-33.1341""","""150.1358"""
1442,X02144,Cincloramphus mathewsi,"""-33.1449""","""149.9814"""
1443,X03735,Rhipidura leucophrys,"""-33.1519""","""150.1279"""
1444,X02125,Tettigoniidae sp.,"""-33.1449""","""149.9814"""
1445,X03808,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
1446,X03056,Todiramphus sanctus,"""-33.1449""","""149.9814"""
1447,X01103,Eopsaltria australis,"""-33.1449""","""149.9814"""
1448,X03469,Manorina melanophrys,"""-33.1449""","""149.9814"""
1449,X03654,Pachycephala pectoralis,"""-29.4079""","""153.3503"""
1450,X03673,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
1451,X01084,Petroica rosea,"""-33.1449""","""149.9814"""
1452,X00534,Eurystomus orientalis,"""-33.1449""","""149.9814"""
1453,X02235,Caligavis chrysops,"""-33.1341""","""150.1358"""
1454,X03168,Pardalotus striatus,"""-33.1341""","""150.1358"""
1455,X00769,Philemon corniculatus,"""-33.1449""","""149.9814"""
1456,X01582,Petrochelidon ariel,"""-33.1449""","""149.9814"""
1457,X00816,Philemon citreogularis,"""-17.7668""","""141.1166"""
1458,X02493,Rhipidura albiscapa,"""-33.1171""","""150.1566"""
1459,X01568,Hirundo neoxena,"""-33.1449""","""149.9814"""
1460,X03861,Strepera graculina,"""-33.1449""","""149.9814"""
1461,X02265,Corvus coronoides,"""-33.1341""","""150.1358"""
1462,X00170,Gryllidae sp.,"""-33.3814""","""149.8849"""
1463,X03181,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
1464,X02434,Strepera graculina,"""-33.1341""","""150.1358"""
1465,X00932,Ptilotula penicillata,"""-33.1449""","""149.9814"""
1466,X00852,Anthochaera phrygia,"""-33.1449""","""149.9814"""
1467,X00326,Turnix varius,"""-33.1449""","""149.9814"""
1468,X03951,Cicadidae sp.,"""-33.1449""","""149.9814"""
1469,X04285,Litoria serrata,"""-16.96921""","""145.62697"""
1470,X00282,Anhinga novaehollandiae,"""-32.8344""","""150.2058"""
1471,X04111,Psophodes nigrogularis,"""-34.9057""","""135.6839"""
1472,X02383,Rhipidura albiscapa,"""-33.1801""","""150.1256"""
1473,X02668,Pachycephala pectoralis,"""-33.1341""","""150.1358"""
1474,X04312,Litoria serrata,"""-16.93669""","""145.61621"""
1475,X02359,Corvus coronoides,"""-33.1171""","""150.1566"""
1476,X03775,Cracticus torquatus,"""-33.1341""","""150.1358"""
1477,X04004,Froggattina australis,"""-33.1341""","""150.1358"""
1478,X01227,Colluricincla harmonica,"""-19.0236""","""138.7097"""
1479,X03909,Corcorax melanorhamphos,"""-33.1171""","""150.1566"""
1480,X04004,Froggattina australis,"""-33.1341""","""150.1358"""
1481,X03174,Sericornis frontalis,"""-33.1449""","""149.9814"""
1482,X01175,Falcunculus frontatus,"""-33.1449""","""149.9814"""
1483,X00245,Notopsaltra atrata,"""-33.1449""","""149.9814"""
1484,X02950,Ninox boobook,"""-33.1449""","""149.9814"""
1485,X04282,Litoria serrata,"""-16.96921""","""145.62697"""
1486,X01734,Menura novaehollandiae,"""-33.1101""","""150.0567"""
1487,X00687,Acanthiza chrysorrhoa,"""-33.1449""","""149.9814"""
1488,X03186,Pyrrholaemus sagittata,"""-33.1341""","""150.1358"""
1489,X03288,Anthochaera carunculata,"""-33.1449""","""149.9814"""
1490,X01723,Menura novaehollandiae,"""-33.1101""","""150.0567"""
1491,X02226,Oriolus sagittatus,"""-33.1341""","""150.1358"""
1492,X01256,Colluricincla harmonica,"""-33.1449""","""149.9814"""
1493,X00440,Psephotellus varius,"""-24.2004""","""132.8231"""
1494,X03254,Acanthiza reguloides,"""-33.1449""","""149.9814"""
1495,X01576,Petrochelidon nigricans,"""-33.1449""","""149.9814"""
1496,X02548,Acrocephalus australis,"""-33.1449""","""149.9814"""
1497,X00393,Cacatua galerita,"""-33.1449""","""149.9814"""
1498,X02681,Anthochaera carunculata,"""-33.1341""","""150.1358"""
1499,X04238,Litoria serrata,"""-16.93868""","""145.6106"""
1500,X01191,Pachycephala pectoralis,"""-33.1806""","""150.2364"""
1501,X01128,Poecilodryas superciliosa,"""-18.7395""","""138.3191"""
1502,X00846,Anthochaera phrygia,"""-33.1449""","""149.9814"""
1503,X00779,Philemon corniculatus,"""-33.1449""","""149.9814"""
1504,X00337,Vanellus miles,"""-32.8344""","""150.2058"""
1505,X03817,Cracticus nigrogularis,"""-28.5405""","""153.5495"""
1506,X00521,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
1507,X00565,Malurus lamberti,"""-24.2004""","""132.8231"""
1508,X01720,Menura novaehollandiae,"""-33.1101""","""150.0567"""
1509,X02181,Geopelia placida,"""-33.1341""","""150.1358"""
1510,X02348,Climacteris picumnus,"""-33.1801""","""150.1256"""
1511,X01438,Strepera versicolor,"""-33.6457""","""150.0478"""
1512,X00946,Melithreptus lunatus,"""-33.1101""","""150.0567"""
1513,X01374,Sphecotheres vieilloti,"""-12.1761""","""132.2409"""
1514,X00813,Philemon citreogularis,"""-17.7668""","""141.1166"""
1515,X03292,Anthochaera carunculata,"""-33.1519""","""150.1279"""
1516,X01718,Menura novaehollandiae,"""-33.1101""","""150.0567"""
1517,X01638,Menura novaehollandiae,"""-33.3089""","""149.9305"""
1518,X01783,Colluricincla harmonica,"""-18.6712""","""139.2359"""
1519,X00323,Turnix varius,"""-33.1449""","""149.9814"""
1520,X00385,Eolophus roseicapilla,"""-31.8241""","""149.7198"""
1521,X02973,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1522,X02791,Elseyornis melanops,"""-33.1449""","""149.9814"""
1523,X02618,Trichoglossus chlorolepidotus,"""-28.5405""","""153.5495"""
1524,X02443,Ptilotula fusca,"""-33.1801""","""150.1256"""
1525,X03955,Henicopsaltria eydouxii,"""-33.1449""","""149.9814"""
1526,X02930,Ninox connivens,"""-33.1""","""150.2"""
1527,X03805,Cracticus nigrogularis,"""-33.1341""","""150.1358"""
1528,X04234,Litoria serrata,"""-16.93868""","""145.6106"""
1529,X00915,Ptilotula keartlandi,"""-24.2579""","""131.5626"""
1530,X00908,Nesoptilotis leucotis,"""-33.3814""","""149.8849"""
1531,X00217,Caelifera sp.,"""-33.1449""","""149.9814"""
1532,X00531,Todiramphus sanctus,"""-33.1027""","""150.0712"""
1533,X01584,Petrochelidon ariel,"""-33.1449""","""149.9814"""
1534,X04330,Litoria serrata,"""-16.98053""","""145.63499"""
1535,X02717,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
1536,X01491,Anthus novaeseelandiae,"""-33.1449""","""149.9814"""
1537,X02943,Psophodes nigrogularis,"""-35.1599""","""137.0719"""
1538,X04223,Litoria myola,"""-16.8""","""145.6"""
1539,X03029,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1540,X00544,Cormobates leucophaea,"""-33.1027""","""150.0712"""
1541,X01699,Menura novaehollandiae,"""-33.6333""","""150.2906"""
1542,X00365,Ducula spilorrhoa,"""-12.1761""","""132.2409"""
1543,X02011,Psophodes olivaceus,"""-28.4589""","""153.1341"""
1544,X03526,Ptilotula fusca,"""-33.1449""","""149.9814"""
1545,X04075,Osphranter robustus,"""-33.1449""","""149.9814"""
1546,X00864,Manorina melanophrys,"""-33.7122""","""150.9575"""
1547,X01055,Petroica goodenovii,"""-33.1449""","""149.9814"""
1548,X03671,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
1549,X00109,Litoria peronii,"""-33.3814""","""149.885"""
1550,X00194,Gryllidae sp.,"""-33.1101""","""150.0567"""
1551,X02393,Strepera graculina,"""-33.1341""","""150.1358"""
1552,X00228,Gryllidae sp.,"""-33.1449""","""149.9814"""
1553,X04093,Trichosurus vulpecula,"""-33.1449""","""149.9814"""
1554,X00230,Psaltoda plaga,"""-33.1449""","""149.9814"""
1555,X04281,Litoria serrata,"""-16.96921""","""145.62697"""
1556,X02531,Chalcites lucidus,"""-29.4079""","""153.3503"""
1557,X04073,Pseudocheirus peregrinus,"""-33.1449""","""149.9814"""
1558,X04105,Psophodes nigrogularis,"""-34.8507""","""135.9532"""
1559,X01135,Pomatostomus temporalis,"""-14.9265""","""133.1189"""
1560,X03246,Acanthiza pusilla,"""-33.1449""","""149.9814"""
1561,X03985,Gryllidae sp.,"""-33.1341""","""150.1358"""
1562,X02574,Litoria latopalmata,"""-33.1341""","""150.1358"""
1563,X01512,Neochmia phaeton,"""-15.9733""","""130.2952"""
1564,X01571,Hirundo neoxena,"""-33.1449""","""149.9814"""
1565,X02980,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1566,X00827,Anthochaera phrygia,"""-33.1449""","""149.9814"""
1567,X01366,Oriolus sagittatus,"""-33.1449""","""149.9814"""
1568,X01792,Litoria peronii,"""-33.3814""","""149.885"""
1569,X02580,Acrocephalus australis,"""-33.1449""","""149.9814"""
1570,X00960,Phylidonyris novaehollandiae,"""-33.1101""","""150.0567"""
1571,X02951,Ninox boobook,"""-33.1449""","""149.9814"""
1572,X00310,Gallinula tenebrosa,"""-18.7395""","""138.3191"""
1573,X01162,Daphoenositta chrysoptera,"""-33.1449""","""149.9814"""
1574,X03676,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
1575,X00631,Smicrornis brevirostris,"""-24.2004""","""132.8231"""
1576,X00328,Burhinus grallarius,"""-17.4549""","""138.3563"""
1577,X00925,Ptilotula penicillata,"""-33.1449""","""149.9814"""
1578,X04045,Microchiroptera sp.,"""-33.1449""","""149.9814"""
1579,X03633,Pomatostomus superciliosus,"""-33.1449""","""149.9814"""
1580,X04235,Litoria serrata,"""-16.93868""","""145.6106"""
1581,X03162,Pardalotus punctatus,"""-33.1449""","""149.9814"""
1582,X02241,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
1583,X01624,Turdus merula,"""-33.3814""","""149.8849"""
1584,X00690,Acanthiza chrysorrhoa,"""-33.1449""","""149.9814"""
1585,X03479,Manorina melanocephala,"""-33.1341""","""150.1358"""
1586,X02665,Melithreptus brevirostris,"""-33.1341""","""150.1358"""
1587,X00145,Litoria latopalmata,"""-33.1171""","""150.1566"""
1588,X02114,Litoria caerulea,"""-33.1449""","""149.9814"""
1589,X02729,Litoria caerulea,"""-33.1449""","""149.9814"""
1590,X03024,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1591,X03831,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
1592,X01205,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
1593,X02903,Neophema pulchella,"""-33.14""","""150.12"""
1594,X03018,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1595,X03819,Cracticus nigrogularis,"""-28.0924""","""153.4599"""
1596,X02520,Psophodes olivaceus,"""-29.4079""","""153.3503"""
1597,X03134,Cormobates leucophaea,"""-33.1341""","""150.1358"""
1598,X00897,Stomiopera unicolor,"""-18.7395""","""138.3191"""
1599,X04144,Psophodes nigrogularis,"""-34.8462""","""135.8604"""
1600,X00862,Entomyzon cyanotis,"""-13.5501""","""132.758"""
1601,X03907,Corcorax melanorhamphos,"""-33.1449""","""149.9814"""
1602,X01042,Petroica goodenovii,"""-33.1449""","""149.9814"""
1603,X03239,Gerygone olivacea,"""-33.1171""","""150.1566"""
1604,X03030,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1605,X04039,Microchiroptera sp.,"""-33.1449""","""149.9814"""
1606,X00388,Cacatua sanguinea,"""-12.9025""","""132.5228"""
1607,X03045,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
1608,X01833,Cacomantis flabelliformis,"""-33.1171""","""150.1566"""
1609,X03770,Artamus cyanopterus,"""-33.1449""","""149.9814"""
1610,X02693,Cracticus torquatus,"""-33.1449""","""149.9814"""
1611,X01113,Eopsaltria australis,"""-33.1449""","""149.9814"""
1612,X03043,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
1613,X03873,Strepera graculina,"""-28.0911""","""153.4549"""
1614,X01500,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
1615,X00244,Chelapsalta puer,"""-33.1101""","""150.0567"""
1616,X00437,Psephotus haematonotus,"""-33.1449""","""149.9814"""
1617,X03663,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
1618,X00914,Lichenostomus melanops,"""-33.1738""","""149.9977"""
1619,X01729,Menura novaehollandiae,"""-33.1101""","""150.0567"""
1620,X04104,Psophodes nigrogularis,"""-34.7921""","""135.7988"""
1621,X02640,Cracticus nigrogularis,"""-33.1341""","""150.1358"""
1622,X00459,Heteroscenes pallidus,"""-33.1449""","""149.9814"""
1623,X03662,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
1624,X01101,Eopsaltria australis,"""-33.1449""","""149.9814"""
1625,X02151,Platycercus elegans,"""-33.1171""","""150.1566"""
1626,X01433,Strepera graculina,"""-33.1449""","""149.9814"""
1627,X02590,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1628,X04280,Litoria serrata,"""-16.96921""","""145.62697"""
1629,X02537,Manorina melanocephala,"""-31.8241""","""149.7198"""
1630,X00567,Malurus lamberti,"""-33.1107""","""150.0567"""
1631,X03788,Cracticus torquatus,"""-33.1449""","""149.9814"""
1632,X02598,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1633,X06446,Coracina papuensis,"""-33.0522""","""150.1722"""
1634,X00181,Gryllidae sp.,"""-33.1449""","""149.9814"""
1635,X04323,Litoria serrata,"""-16.98053""","""145.63499"""
1636,X01826,Limnodynastes tasmaniensis,"""-33.1171""","""150.1566"""
1637,X01559,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
1638,X03507,Ptilotula fusca,"""-33.1384""","""150.1269"""
1639,X02941,Ninox boobook,"""-33.1449""","""149.9814"""
1640,X03494,Caligavis chrysops,"""-33.1449""","""149.9814"""
1641,X00246,Psaltoda moerens,"""-33.1449""","""149.9814"""
1642,X01751,Menura novaehollandiae,"""-33.3209""","""150.1182"""
1643,X00317,Fulica atra,"""-33.1449""","""149.9814"""
1644,X00353,Geopelia placida,"""-33.1449""","""149.9814"""
1645,X01123,Poecilodryas superciliosa,"""-18.7395""","""138.3191"""
1646,X00351,Geopelia placida,"""-17.7668""","""141.1166"""
1647,X04153,Psophodes nigrogularis,"""-34.8301""","""135.8484"""
1648,X00480,Chalcites osculans,"""-33.1449""","""149.9814"""
1649,X02936,Ninox boobook,"""-33.1449""","""149.9814"""
1650,X02828,Calyptorhynchus lathami,"""-33.1""","""150.1"""
1651,X02880,Platycercus elegans,"""-33.1449""","""149.9814"""
1652,X00618,Sericornis frontalis,"""-33.3814""","""149.8849"""
1653,X00404,Parvipsitta pusilla,"""-33.1449""","""149.9814"""
1654,X03740,Coracina novaehollandiae,"""-33.1171""","""150.1566"""
1655,X00644,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
1656,X02526,Sericulus chrysocephalus,"""-29.4079""","""153.3503"""
1657,X04276,Litoria serrata,"""-16.96921""","""145.62697"""
1658,X02643,Eopsaltria australis,"""-29.4079""","""153.3503"""
1659,X02450,Philemon corniculatus,"""-33.1801""","""150.1256"""
1660,X03728,Rhipidura albiscapa,"""-33.1171""","""150.1566"""
1661,X02921,Scythrops novaehollandiae,"""-33.1449""","""149.9814"""
1662,X04325,Litoria serrata,"""-16.98053""","""145.63499"""
1663,X00434,Aprosmictus erythropterus,"""-17.4549""","""138.3563"""
1664,X01054,Petroica goodenovii,"""-33.1449""","""149.9814"""
1665,X01282,Myiagra cyanoleuca,"""-33.3814""","""149.8849"""
1666,X00952,Lichmera indistincta,"""-19.0236""","""138.7097"""
1667,X03683,Colluricincla harmonica,"""-33.1341""","""150.1358"""
1668,X00465,Cacomantis variolosus,"""-33.3814""","""149.8849"""
1669,X04195,Cophixalus ornatus,"""-17.49728""","""145.61358"""
1670,X00928,Ptilotula penicillata,"""-33.1449""","""149.9814"""
1671,X01756,Menura novaehollandiae,"""-33.2469""","""149.8614"""
1672,X00260,Synoicus ypsilophora,"""-33.1449""","""149.9814"""
1673,X04103,Trichosurus vulpecula,"""-33.1449""","""149.9814"""
1674,X01659,Menura novaehollandiae,"""-33.2326""","""150.0744"""
1675,X03015,Aegotheles cristatus,"""-33.1449""","""149.9814"""
1676,X01847,Philemon corniculatus,"""-33.1806""","""150.2364"""
1677,X00657,Gerygone fusca,"""-33.1449""","""149.9814"""
1678,X00637,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
1679,X00367,Calyptorhynchus banksii,"""-17.4549""","""138.3563"""
1680,X03976,Gryllotalpidae sp.,"""-33.1449""","""149.9814"""
1681,X01031,Petroica boodang,"""-33.1449""","""149.9814"""
1682,X03675,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
1683,X03982,Gryllidae sp.,"""-33.1341""","""150.1358"""
1684,X02873,Alisterus scapularis,"""-33.1101""","""150.0567"""
1685,X00513,Eurostopodus argus,"""-17.4549""","""138.3563"""
